chrom_ref,start_ref,end_ref,strand_ref,gene_id,transcript_id,gene_name,ref_gene_id
10,11266598,11266677,+,MSTRG.3542,ENST00000542579,CELF2,ENSG00000048740
10,11266598,11266677,+,MSTRG.3542,ENST00000632065,CELF2,ENSG00000048740
10,11266598,11266677,+,MSTRG.3542,ENST00000632728,CELF2,ENSG00000048740
10,11266598,11266677,+,MSTRG.3542,ENST00000399850,CELF2,ENSG00000048740
10,11266598,11266677,+,MSTRG.3542,ENST00000417956,CELF2,ENSG00000048740
10,11266598,11266677,+,MSTRG.3542,ENST00000608830,CELF2,ENSG00000048740
10,11266598,11266677,+,MSTRG.3542,ENST00000609692,CELF2,ENSG00000048740
10,11266598,11266677,+,MSTRG.3542,ENST00000354897,CELF2,ENSG00000048740
2,178324177,178324269,+,MSTRG.19867,ENST00000359685,OSBPL6,ENSG00000079156
2,178324177,178324269,+,MSTRG.19867,ENST00000392505,OSBPL6,ENSG00000079156
2,178324177,178324269,+,MSTRG.19867,ENST00000357080,OSBPL6,ENSG00000079156
2,178324177,178324269,+,MSTRG.19867,ENST00000409045,OSBPL6,ENSG00000079156
2,178324177,178324269,+,MSTRG.19867,ENST00000190611,OSBPL6,ENSG00000079156
2,178324177,178324269,+,MSTRG.19867,ENST00000409631,OSBPL6,ENSG00000079156
2,178324177,178324269,+,MSTRG.19867,ENST00000315022,OSBPL6,ENSG00000079156
2,178324177,178324269,+,MSTRG.19867,ENST00000477097,OSBPL6,ENSG00000079156
4,88278144,88278642,-,MSTRG.25319,ENST00000608933,PPM1K,ENSG00000163644
4,88278144,88278642,-,MSTRG.25319,MSTRG.25319.2,,
4,88278144,88278642,-,MSTRG.25319,ENST00000295908,PPM1K,ENSG00000163644
4,88278144,88278642,-,MSTRG.25319,MSTRG.25319.5,,
4,88278144,88278642,-,MSTRG.25319,ENST00000506423,PPM1K,ENSG00000163644
4,88278144,88278642,-,MSTRG.25319,ENST00000514204,PPM1K,ENSG00000163644
19,17753692,17753809,+,MSTRG.16842,ENST00000598067,FCHO1,ENSG00000130475
11,67062063,67062322,+,MSTRG.5839,MSTRG.5839.4,,
5,75399310,75399387,-,MSTRG.26698,ENST00000380494,COL4A3BP,ENSG00000113163
5,75399310,75399387,-,MSTRG.26698,ENST00000405807,COL4A3BP,ENSG00000113163
12,51082521,51082694,-,MSTRG.7431,MSTRG.7431.2,,
12,51082521,51082694,-,MSTRG.7431,ENST00000546935,CSRNP2,ENSG00000110925
12,51082521,51082694,-,MSTRG.7431,ENST00000550461,CSRNP2,ENSG00000110925
5,43509954,43510051,-,MSTRG.26452,MSTRG.26452.5,,
11,46667773,46667887,+,MSTRG.5479,MSTRG.5479.1,,
11,46667773,46667887,+,MSTRG.5479,MSTRG.5479.2,,
11,46667773,46667887,+,MSTRG.5479,MSTRG.5479.4,,
11,46667773,46667887,+,MSTRG.5479,ENST00000529655,ATG13,ENSG00000175224
11,46667773,46667887,+,MSTRG.5479,MSTRG.5479.8,,
11,46667773,46667887,+,MSTRG.5479,MSTRG.5479.9,,
11,46667773,46667887,+,MSTRG.5479,ENST00000530500,ATG13,ENSG00000175224
11,46667773,46667887,+,MSTRG.5479,ENST00000526508,ATG13,ENSG00000175224
11,46667773,46667887,+,MSTRG.5479,MSTRG.5479.17,,
11,46667773,46667887,+,MSTRG.5479,MSTRG.5479.18,,
11,46667773,46667887,+,MSTRG.5479,MSTRG.5479.19,,
11,46667773,46667887,+,MSTRG.5479,ENST00000524625,ATG13,ENSG00000175224
11,46667773,46667887,+,MSTRG.5479,MSTRG.5479.24,,
11,46667773,46667887,+,MSTRG.5479,ENST00000359513,ATG13,ENSG00000175224
11,46667773,46667887,+,MSTRG.5479,ENST00000528494,ATG13,ENSG00000175224
11,46667773,46667887,+,MSTRG.5479,MSTRG.5479.30,,
11,46667773,46667887,+,MSTRG.5479,MSTRG.5479.31,,
11,46667773,46667887,+,MSTRG.5479,ENST00000533316,ATG13,ENSG00000175224
11,46667773,46667887,+,MSTRG.5479,ENST00000525009,ATG13,ENSG00000175224
11,46667773,46667887,+,MSTRG.5479,ENST00000529395,ATG13,ENSG00000175224
5,140648883,140648980,+,MSTRG.27387,MSTRG.27387.5,,
5,140648883,140648980,+,MSTRG.27387,ENST00000503332,IK,ENSG00000113141
5,140648883,140648980,+,MSTRG.27387,ENST00000523672,IK,ENSG00000113141
11,67281093,67281184,+,MSTRG.5841,MSTRG.5841.2,,
11,67281093,67281184,+,MSTRG.5841,MSTRG.5841.12,,
11,67281093,67281184,+,MSTRG.5841,ENST00000308595,GRK2,ENSG00000173020
11,67281093,67281184,+,MSTRG.5841,ENST00000526285,GRK2,ENSG00000173020
2,171707287,171707377,+,MSTRG.19774,ENST00000340296,DYNC1I2,ENSG00000077380
2,171707287,171707377,+,MSTRG.19774,ENST00000452242,DYNC1I2,ENSG00000077380
2,171707287,171707377,+,MSTRG.19774,ENST00000397119,DYNC1I2,ENSG00000077380
2,171707287,171707377,+,MSTRG.19774,MSTRG.19774.6,,
2,171707287,171707377,+,MSTRG.19774,ENST00000508530,DYNC1I2,ENSG00000077380
2,171707287,171707377,+,MSTRG.19774,ENST00000409197,DYNC1I2,ENSG00000077380
2,171707287,171707377,+,MSTRG.19774,ENST00000409317,DYNC1I2,ENSG00000077380
2,171707287,171707377,+,MSTRG.19774,ENST00000409773,DYNC1I2,ENSG00000077380
2,171707287,171707377,+,MSTRG.19774,MSTRG.19774.14,,
2,171707287,171707377,+,MSTRG.19774,ENST00000409453,DYNC1I2,ENSG00000077380
2,171707287,171707377,+,MSTRG.19774,ENST00000435234,DYNC1I2,ENSG00000077380
2,171707287,171707377,+,MSTRG.19774,ENST00000443458,DYNC1I2,ENSG00000077380
2,171707287,171707377,+,MSTRG.19774,ENST00000425485,DYNC1I2,ENSG00000077380
2,171707287,171707377,+,MSTRG.19774,ENST00000430778,DYNC1I2,ENSG00000077380
2,171707287,171707377,+,MSTRG.19774,ENST00000422646,DYNC1I2,ENSG00000077380
1,61724288,61724425,-,MSTRG.1251,MSTRG.1251.7,,
1,61724288,61724425,-,MSTRG.1251,ENST00000488206,TM2D1,ENSG00000162604
1,61724288,61724425,-,MSTRG.1251,ENST00000494926,TM2D1,ENSG00000162604
1,150229072,150229144,-,MSTRG.2090,MSTRG.2090.5,,
1,150229072,150229144,-,MSTRG.2090,ENST00000534220,ANP32E,ENSG00000143401
17,38302746,38302867,+,MSTRG.14389,MSTRG.14389.6,,
17,38302746,38302867,+,MSTRG.14389,MSTRG.14389.8,,
18,36138795,36138872,+,MSTRG.15878,ENST00000543127,ELP2,ENSG00000134759
18,36138795,36138872,+,MSTRG.15878,ENST00000358232,ELP2,ENSG00000134759
18,36138795,36138872,+,MSTRG.15878,ENST00000544267,ELP2,ENSG00000134759
18,36138795,36138872,+,MSTRG.15878,MSTRG.15878.5,,
18,36138795,36138872,+,MSTRG.15878,ENST00000442325,ELP2,ENSG00000134759
18,36138795,36138872,+,MSTRG.15878,MSTRG.15878.9,,
18,36138795,36138872,+,MSTRG.15878,MSTRG.15878.11,,
18,36138795,36138872,+,MSTRG.15878,ENST00000539560,ELP2,ENSG00000134759
18,36138795,36138872,+,MSTRG.15878,MSTRG.15878.13,,
18,36138795,36138872,+,MSTRG.15878,ENST00000542430,ELP2,ENSG00000134759
18,36138795,36138872,+,MSTRG.15878,ENST00000543439,ELP2,ENSG00000134759
18,36138795,36138872,+,MSTRG.15878,ENST00000540730,ELP2,ENSG00000134759
18,36138795,36138872,+,MSTRG.15878,ENST00000540323,ELP2,ENSG00000134759
8,60616780,60616963,+,MSTRG.32132,MSTRG.32132.2,,
9,91327500,91327703,-,MSTRG.33662,MSTRG.33662.3,,
9,91327500,91327703,-,MSTRG.33662,MSTRG.33662.4,,
9,91327500,91327703,-,MSTRG.33662,MSTRG.33662.9,,
4,98909678,98909959,-,MSTRG.25378,ENST00000504432,EIF4E,ENSG00000151247
15,43799619,43800148,+,MSTRG.10861,MSTRG.10861.4,,
1,6886240,6886346,+,MSTRG.185,MSTRG.185.4,,
1,6886240,6886346,+,MSTRG.185,MSTRG.185.6,,
1,6886240,6886346,+,MSTRG.185,MSTRG.185.8,,
1,6886240,6886346,+,MSTRG.185,MSTRG.185.11,,
1,6886240,6886346,+,MSTRG.185,MSTRG.185.16,,
1,6886240,6886346,+,MSTRG.185,ENST00000482934,CAMTA1,ENSG00000171735
1,6886240,6886346,+,MSTRG.185,ENST00000461580,CAMTA1,ENSG00000171735
1,6886240,6886346,+,MSTRG.185,ENST00000467267,CAMTA1,ENSG00000171735
3,121811816,121812169,-,MSTRG.23712,MSTRG.23712.5,,
3,121811816,121812169,-,MSTRG.23712,MSTRG.23712.13,,
3,121811816,121812169,-,MSTRG.23712,MSTRG.23712.16,,
2,216058895,216058976,-,MSTRG.20219,MSTRG.20219.4,,
2,216058895,216058976,-,MSTRG.20219,MSTRG.20219.11,,
2,216058895,216058976,-,MSTRG.20219,MSTRG.20219.12,,
2,216058895,216058976,-,MSTRG.20219,MSTRG.20219.13,,
2,216058895,216058976,-,MSTRG.20219,ENST00000265322,PECR,ENSG00000115425
2,216058895,216058976,-,MSTRG.20219,ENST00000461330,PECR,ENSG00000115425
2,216058895,216058976,-,MSTRG.20219,ENST00000497889,PECR,ENSG00000115425
12,2861299,2861412,-,MSTRG.6716,ENST00000342628,FOXM1,ENSG00000111206
12,2861299,2861412,-,MSTRG.6716,MSTRG.6716.9,,
21,32788612,32788701,+,MSTRG.21572,ENST00000382375,C21orf62-AS1,ENSG00000205930
21,32788612,32788701,+,MSTRG.21572,ENST00000382378,C21orf62-AS1,ENSG00000205930
21,32788612,32788701,+,MSTRG.21572,ENST00000491756,C21orf62-AS1,ENSG00000205930
3,184187664,184187761,+,MSTRG.24351,ENST00000429586,ABCF3,ENSG00000161204
3,184187664,184187761,+,MSTRG.24351,MSTRG.24351.2,,
3,184187664,184187761,+,MSTRG.24351,ENST00000421340,ABCF3,ENSG00000161204
3,184187664,184187761,+,MSTRG.24351,MSTRG.24351.4,,
3,184187664,184187761,+,MSTRG.24351,MSTRG.24351.6,,
3,184187664,184187761,+,MSTRG.24351,ENST00000292808,ABCF3,ENSG00000161204
3,184187664,184187761,+,MSTRG.24351,MSTRG.24351.13,,
3,172511617,172511659,-,MSTRG.24232,ENST00000241261,TNFSF10,ENSG00000121858
3,172511617,172511659,-,MSTRG.24232,ENST00000494851,TNFSF10,ENSG00000121858
1,11077365,11077443,-,MSTRG.270,MSTRG.270.2,,
1,11077365,11077443,-,MSTRG.270,MSTRG.270.4,,
1,11077365,11077443,-,MSTRG.270,MSTRG.270.6,,
1,11077365,11077443,-,MSTRG.270,ENST00000376936,EXOSC10,ENSG00000171824
1,11077365,11077443,-,MSTRG.270,ENST00000304457,EXOSC10,ENSG00000171824
3,157157011,157157083,-,MSTRG.24106,MSTRG.24106.2,,
3,157157011,157157083,-,MSTRG.24106,MSTRG.24106.3,,
3,157157011,157157083,-,MSTRG.24106,MSTRG.24106.5,,
3,157157011,157157083,-,MSTRG.24106,ENST00000475298,CCNL1,ENSG00000163660
3,157157011,157157083,-,MSTRG.24106,ENST00000476367,CCNL1,ENSG00000163660
3,157157011,157157083,-,MSTRG.24106,ENST00000479596,CCNL1,ENSG00000163660
19,16565037,16565132,-,MSTRG.16781,ENST00000409648,SLC35E1,ENSG00000127526
2,127051154,127051243,-,MSTRG.19373,MSTRG.19373.2,,
2,127051154,127051243,-,MSTRG.19373,ENST00000393040,BIN1,ENSG00000136717
2,127051154,127051243,-,MSTRG.19373,ENST00000393041,BIN1,ENSG00000136717
2,127051154,127051243,-,MSTRG.19373,ENST00000352848,BIN1,ENSG00000136717
2,127051154,127051243,-,MSTRG.19373,ENST00000346226,BIN1,ENSG00000136717
2,127051154,127051243,-,MSTRG.19373,ENST00000259238,BIN1,ENSG00000136717
2,127051154,127051243,-,MSTRG.19373,ENST00000351659,BIN1,ENSG00000136717
2,127051154,127051243,-,MSTRG.19373,ENST00000357970,BIN1,ENSG00000136717
2,127051154,127051243,-,MSTRG.19373,ENST00000316724,BIN1,ENSG00000136717
2,127051154,127051243,-,MSTRG.19373,ENST00000462958,BIN1,ENSG00000136717
2,127051154,127051243,-,MSTRG.19373,ENST00000409400,BIN1,ENSG00000136717
2,127051154,127051243,-,MSTRG.19373,ENST00000466111,BIN1,ENSG00000136717
2,127051154,127051243,-,MSTRG.19373,ENST00000484253,BIN1,ENSG00000136717
11,117382796,117382942,+,MSTRG.6427,ENST00000278935,CEP164,ENSG00000110274
11,117382796,117382942,+,MSTRG.6427,ENST00000533706,CEP164,ENSG00000110274
11,57791494,57791673,+,MSTRG.5550,ENST00000528621,CTNND1,ENSG00000198561
11,57791494,57791673,+,MSTRG.5550,ENST00000529873,CTNND1,ENSG00000198561
11,57791494,57791673,+,MSTRG.5550,ENST00000530748,CTNND1,ENSG00000198561
11,57791494,57791673,+,MSTRG.5550,ENST00000532649,CTNND1,ENSG00000198561
11,57791494,57791673,+,MSTRG.5550,ENST00000529526,CTNND1,ENSG00000198561
11,57791494,57791673,+,MSTRG.5550,ENST00000526357,CTNND1,ENSG00000198561
11,57791494,57791673,+,MSTRG.5550,ENST00000532844,CTNND1,ENSG00000198561
11,119089100,119089131,+,MSTRG.6478,ENST00000536813,HMBS,ENSG00000256269
16,72015684,72015858,+,MSTRG.13106,MSTRG.13106.2,,
16,72015684,72015858,+,MSTRG.13106,MSTRG.13106.5,,
16,72015684,72015858,+,MSTRG.13106,ENST00000571288,DHODH,ENSG00000102967
16,72015684,72015858,+,MSTRG.13106,ENST00000573843,DHODH,ENSG00000102967
11,134248809,134248959,-,MSTRG.6660,MSTRG.6660.1,,
11,134248809,134248959,-,MSTRG.6660,ENST00000392595,THYN1,ENSG00000151500
11,134248809,134248959,-,MSTRG.6660,ENST00000392594,THYN1,ENSG00000151500
11,134248809,134248959,-,MSTRG.6660,ENST00000341541,THYN1,ENSG00000151500
12,48662560,48662654,-,MSTRG.7352,MSTRG.7352.2,,
12,48662560,48662654,-,MSTRG.7352,MSTRG.7352.3,,
12,48662560,48662654,-,MSTRG.7352,ENST00000546701,KANSL2,ENSG00000139620
12,48662560,48662654,-,MSTRG.7352,MSTRG.7352.8,,
12,48662560,48662654,-,MSTRG.7352,MSTRG.7352.10,,
12,48662560,48662654,-,MSTRG.7352,MSTRG.7352.12,,
12,48662560,48662654,-,MSTRG.7352,MSTRG.7352.13,,
12,48662560,48662654,-,MSTRG.7352,ENST00000549574,KANSL2,ENSG00000139620
16,30759654,30759809,-,MSTRG.12641,ENST00000544487,CCDC189,ENSG00000196118
16,46809603,46809785,-,MSTRG.12719,ENST00000285697,C16orf87,ENSG00000155330
16,46809603,46809785,-,MSTRG.12719,ENST00000565112,C16orf87,ENSG00000155330
16,46809603,46809785,-,MSTRG.12719,ENST00000564250,C16orf87,ENSG00000155330
17,37345253,37345382,-,MSTRG.14360,ENST00000616352,ACACA,ENSG00000278540
17,37345253,37345382,-,MSTRG.14360,MSTRG.14360.30,,
1,160261285,160261358,-,MSTRG.2388,MSTRG.2388.1,,
1,160261285,160261358,-,MSTRG.2388,ENST00000368073,DCAF8,ENSG00000132716
1,160261285,160261358,-,MSTRG.2388,ENST00000368074,DCAF8,ENSG00000132716
1,160261285,160261358,-,MSTRG.2388,MSTRG.2388.9,,
1,160261285,160261358,-,MSTRG.2388,ENST00000326837,DCAF8,ENSG00000132716
1,160261285,160261358,-,MSTRG.2388,ENST00000461888,DCAF8,ENSG00000132716
1,160261285,160261358,-,MSTRG.2388,ENST00000610139,DCAF8,ENSG00000132716
10,121899866,121899994,-,MSTRG.4784,ENST00000224652,ATE1,ENSG00000107669
10,121899866,121899994,-,MSTRG.4784,ENST00000543447,ATE1,ENSG00000107669
10,121899866,121899994,-,MSTRG.4784,MSTRG.4784.9,,
10,121899866,121899994,-,MSTRG.4784,MSTRG.4784.10,,
10,121899866,121899994,-,MSTRG.4784,ENST00000423243,ATE1,ENSG00000107669
X,55748061,55748573,+,MSTRG.35021,MSTRG.35021.3,,
X,55748061,55748573,+,MSTRG.35021,MSTRG.35021.11,,
X,55748061,55748573,+,MSTRG.35021,MSTRG.35021.14,,
1,1319296,1319433,-,MSTRG.71,ENST00000323275,INTS11,ENSG00000127054
1,1319296,1319433,-,MSTRG.71,MSTRG.71.23,,
1,1319296,1319433,-,MSTRG.71,MSTRG.71.24,,
1,1319296,1319433,-,MSTRG.71,ENST00000526797,INTS11,ENSG00000127054
7,154986056,154986179,-,MSTRG.31498,MSTRG.31498.5,,
15,83028616,83028728,-,MSTRG.11591,MSTRG.11591.1,,
15,83028616,83028728,-,MSTRG.11591,ENST00000559652,BTBD1,ENSG00000064726
10,118322305,118322411,-,MSTRG.4750,MSTRG.4750.6,,
10,118322305,118322411,-,MSTRG.4750,MSTRG.4750.12,,
10,118322305,118322411,-,MSTRG.4750,MSTRG.4750.14,,
10,118322305,118322411,-,MSTRG.4750,ENST00000470476,FAM204A,ENSG00000165669
10,118322305,118322411,-,MSTRG.4750,ENST00000469758,FAM204A,ENSG00000165669
6,136273963,136274189,-,MSTRG.29337,MSTRG.29337.4,,
6,136273963,136274189,-,MSTRG.29337,MSTRG.29337.5,,
6,136273963,136274189,-,MSTRG.29337,MSTRG.29337.7,,
6,136273963,136274189,-,MSTRG.29337,MSTRG.29337.8,,
6,136273963,136274189,-,MSTRG.29337,MSTRG.29337.10,,
6,136273963,136274189,-,MSTRG.29337,MSTRG.29337.11,,
6,136273963,136274189,-,MSTRG.29337,ENST00000534269,BCLAF1,ENSG00000029363
9,104903614,104903771,-,MSTRG.33879,ENST00000374736,ABCA1,ENSG00000165029
9,104903614,104903771,-,MSTRG.33879,ENST00000423487,ABCA1,ENSG00000165029
1,153659138,153659184,+,MSTRG.2199,ENST00000368685,SNAPIN,ENSG00000143553
7,44116115,44116209,-,MSTRG.30194,ENST00000436400,POLD2,ENSG00000106628
10,48308095,48308288,+,MSTRG.3985,MSTRG.3985.1,,
10,48308095,48308288,+,MSTRG.3985,MSTRG.3985.4,,
10,48308095,48308288,+,MSTRG.3985,ENST00000432379,MAPK8,ENSG00000107643
10,48308095,48308288,+,MSTRG.3985,MSTRG.3985.7,,
10,48308095,48308288,+,MSTRG.3985,ENST00000426557,MAPK8,ENSG00000107643
12,100324938,100325172,+,MSTRG.8072,MSTRG.8072.1,,
1,235160145,235160248,-,MSTRG.3339,MSTRG.3339.16,,
1,235160145,235160248,-,MSTRG.3339,MSTRG.3339.27,,
8,22539469,22539498,+,MSTRG.31759,MSTRG.31759.3,,
8,22539469,22539498,+,MSTRG.31759,ENST00000240139,PPP3CC,ENSG00000120910
8,22539469,22539498,+,MSTRG.31759,ENST00000397775,PPP3CC,ENSG00000120910
1,5952700,5952836,-,MSTRG.159,MSTRG.159.2,,
1,5952700,5952836,-,MSTRG.159,ENST00000478423,NPHP4,ENSG00000131697
1,5952700,5952836,-,MSTRG.159,ENST00000489180,NPHP4,ENSG00000131697
1,5952700,5952836,-,MSTRG.159,ENST00000378156,NPHP4,ENSG00000131697
1,5952700,5952836,-,MSTRG.159,ENST00000622020,NPHP4,ENSG00000131697
10,99403724,99403874,-,MSTRG.4538,MSTRG.4538.2,,
10,99403724,99403874,-,MSTRG.4538,ENST00000370508,GOT1,ENSG00000120053
X,31182738,31182904,-,MSTRG.34762,MSTRG.34762.2,,
X,31182738,31182904,-,MSTRG.34762,MSTRG.34762.3,,
X,31182738,31182904,-,MSTRG.34762,MSTRG.34762.4,,
X,31182738,31182904,-,MSTRG.34762,MSTRG.34762.6,,
X,31182738,31182904,-,MSTRG.34762,ENST00000378723,DMD,ENSG00000198947
X,31182738,31182904,-,MSTRG.34762,MSTRG.34762.9,,
X,31182738,31182904,-,MSTRG.34762,ENST00000358062,DMD,ENSG00000198947
X,31182738,31182904,-,MSTRG.34762,MSTRG.34762.13,,
X,31182738,31182904,-,MSTRG.34762,ENST00000359836,DMD,ENSG00000198947
X,31182738,31182904,-,MSTRG.34762,ENST00000343523,DMD,ENSG00000198947
X,31182738,31182904,-,MSTRG.34762,ENST00000541735,DMD,ENSG00000198947
X,31182738,31182904,-,MSTRG.34762,ENST00000378707,DMD,ENSG00000198947
X,31182738,31182904,-,MSTRG.34762,ENST00000378677,DMD,ENSG00000198947
X,31182738,31182904,-,MSTRG.34762,ENST00000357033,DMD,ENSG00000198947
X,31182738,31182904,-,MSTRG.34762,ENST00000620040,DMD,ENSG00000198947
X,31182738,31182904,-,MSTRG.34762,ENST00000619831,DMD,ENSG00000198947
X,31182738,31182904,-,MSTRG.34762,ENST00000378702,DMD,ENSG00000198947
X,31182738,31182904,-,MSTRG.34762,ENST00000474231,DMD,ENSG00000198947
X,31182738,31182904,-,MSTRG.34762,ENST00000361471,DMD,ENSG00000198947
X,31182738,31182904,-,MSTRG.34762,ENST00000378680,DMD,ENSG00000198947
X,31182738,31182904,-,MSTRG.34762,ENST00000378705,DMD,ENSG00000198947
13,99231434,99231513,+,MSTRG.9184,MSTRG.9184.11,,
13,99231434,99231513,+,MSTRG.9184,ENST00000473091,UBAC2,ENSG00000134882
1,46189242,46189357,-,MSTRG.1027,MSTRG.1027.3,,
1,46189242,46189357,-,MSTRG.1027,ENST00000371992,POMGNT1,ENSG00000085998
3,15632591,15632866,+,MSTRG.22763,MSTRG.22763.7,,
3,15632591,15632866,+,MSTRG.22763,ENST00000471964,BTD,ENSG00000169814
3,15632591,15632866,+,MSTRG.22763,ENST00000467027,BTD,ENSG00000169814
7,26191422,26191650,-,MSTRG.29985,MSTRG.29985.10,,
7,26191422,26191650,-,MSTRG.29985,MSTRG.29985.12,,
19,14755654,14755877,-,MSTRG.16746,ENST00000315576,ADGRE2,ENSG00000127507
19,14755654,14755877,-,MSTRG.16746,ENST00000392965,ADGRE2,ENSG00000127507
19,14755654,14755877,-,MSTRG.16746,ENST00000595839,ADGRE2,ENSG00000127507
19,14755654,14755877,-,MSTRG.16746,ENST00000594076,ADGRE2,ENSG00000127507
19,14755654,14755877,-,MSTRG.16746,ENST00000594294,ADGRE2,ENSG00000127507
1,11111514,11111753,-,MSTRG.273,ENST00000490931,MTOR,ENSG00000198793
16,27241799,27241889,-,MSTRG.12497,MSTRG.12497.3,,
16,27241799,27241889,-,MSTRG.12497,ENST00000566087,NSMCE1,ENSG00000169189
16,27241799,27241889,-,MSTRG.12497,ENST00000563512,NSMCE1,ENSG00000169189
7,2238015,2238937,-,MSTRG.29731,MSTRG.29731.3,,
7,2238015,2238937,-,MSTRG.29731,ENST00000486040,MRM2,ENSG00000122687
17,50550998,50551222,+,MSTRG.14846,ENST00000511937,SPATA20,ENSG00000006282
19,5611120,5611630,-,MSTRG.16412,MSTRG.16412.2,,
19,5611120,5611630,-,MSTRG.16412,MSTRG.16412.3,,
19,5611120,5611630,-,MSTRG.16412,MSTRG.16412.4,,
19,5611120,5611630,-,MSTRG.16412,MSTRG.16412.6,,
19,5611120,5611630,-,MSTRG.16412,MSTRG.16412.7,,
19,5611120,5611630,-,MSTRG.16412,ENST00000252542,SAFB2,ENSG00000130254
19,5611120,5611630,-,MSTRG.16412,MSTRG.16412.15,,
17,5418015,5418116,-,MSTRG.13614,ENST00000572290,NUP88,ENSG00000108559
2,10622016,10622150,-,MSTRG.18075,MSTRG.18075.6,,
2,32197344,32197392,+,MSTRG.18323,MSTRG.18323.7,,
2,32197344,32197392,+,MSTRG.18323,ENST00000435660,SLC30A6,ENSG00000152683
2,32197344,32197392,+,MSTRG.18323,ENST00000357055,SLC30A6,ENSG00000152683
2,32197344,32197392,+,MSTRG.18323,ENST00000379343,SLC30A6,ENSG00000152683
2,32197344,32197392,+,MSTRG.18323,ENST00000282587,SLC30A6,ENSG00000152683
2,32197344,32197392,+,MSTRG.18323,ENST00000440718,SLC30A6,ENSG00000152683
2,32197344,32197392,+,MSTRG.18323,ENST00000406369,SLC30A6,ENSG00000152683
2,32197344,32197392,+,MSTRG.18323,MSTRG.18323.18,,
2,32197344,32197392,+,MSTRG.18323,MSTRG.18323.20,,
2,32197344,32197392,+,MSTRG.18323,MSTRG.18323.21,,
5,32380075,32380172,-,MSTRG.26309,ENST00000265069,ZFR,ENSG00000056097
5,32380075,32380172,-,MSTRG.26309,ENST00000510369,ZFR,ENSG00000056097
7,6812976,6813037,-,MSTRG.29821,MSTRG.29821.3,,
7,6812976,6813037,-,MSTRG.29821,MSTRG.29821.5,,
7,6812976,6813037,-,MSTRG.29821,ENST00000316731,CCZ1B,ENSG00000146574
7,6812976,6813037,-,MSTRG.29821,MSTRG.29821.8,,
7,6812976,6813037,-,MSTRG.29821,MSTRG.29821.9,,
7,6812976,6813037,-,MSTRG.29821,MSTRG.29821.10,,
7,6812976,6813037,-,MSTRG.29821,MSTRG.29821.11,,
7,6812976,6813037,-,MSTRG.29821,ENST00000626257,CCZ1B,ENSG00000146574
11,18292899,18292976,-,MSTRG.5255,MSTRG.5255.1,,
11,18292899,18292976,-,MSTRG.5255,MSTRG.5255.2,,
11,18292899,18292976,-,MSTRG.5255,ENST00000396253,HPS5,ENSG00000110756
11,18292899,18292976,-,MSTRG.5255,MSTRG.5255.4,,
11,18292899,18292976,-,MSTRG.5255,MSTRG.5255.5,,
11,18292899,18292976,-,MSTRG.5255,MSTRG.5255.6,,
11,18292899,18292976,-,MSTRG.5255,MSTRG.5255.7,,
11,18292899,18292976,-,MSTRG.5255,ENST00000349215,HPS5,ENSG00000110756
11,18292899,18292976,-,MSTRG.5255,ENST00000438420,HPS5,ENSG00000110756
11,18292899,18292976,-,MSTRG.5255,MSTRG.5255.11,,
11,18292899,18292976,-,MSTRG.5255,ENST00000544218,HPS5,ENSG00000110756
14,92712723,92712871,-,MSTRG.10284,ENST00000556097,LGMN,ENSG00000100600
1,218322736,218323201,+,MSTRG.3101,MSTRG.3101.2,,
14,31654070,31654134,+,MSTRG.9518,ENST00000549838,NUBPL,ENSG00000151413
10,24999401,24999546,-,MSTRG.3716,ENST00000331161,ENKUR,ENSG00000151023
10,24999401,24999546,-,MSTRG.3716,ENST00000496261,ENKUR,ENSG00000151023
10,24999401,24999546,-,MSTRG.3716,ENST00000376363,ENKUR,ENSG00000151023
12,104309759,104310099,+,MSTRG.8114,ENST00000528079,TXNRD1,ENSG00000198431
12,55999333,55999590,+,MSTRG.7581,ENST00000550121,SUOX,ENSG00000139531
12,55999333,55999590,+,MSTRG.7581,ENST00000547586,SUOX,ENSG00000139531
13,43154453,43154691,+,MSTRG.8803,MSTRG.8803.7,,
11,17999494,17999572,-,MSTRG.5243,MSTRG.5243.2,,
11,17999494,17999572,-,MSTRG.5243,MSTRG.5243.3,,
11,17999494,17999572,-,MSTRG.5243,MSTRG.5243.4,,
11,17999494,17999572,-,MSTRG.5243,ENST00000527494,SERGEF,ENSG00000129158
11,17999494,17999572,-,MSTRG.5243,MSTRG.5243.22,,
6,73480318,73480367,+,MSTRG.28850,MSTRG.28850.3,,
6,73480318,73480367,+,MSTRG.28850,MSTRG.28850.5,,
6,73480318,73480367,+,MSTRG.28850,MSTRG.28850.12,,
6,73480318,73480367,+,MSTRG.28850,MSTRG.28850.19,,
6,73480318,73480367,+,MSTRG.28850,MSTRG.28850.20,,
6,73480318,73480367,+,MSTRG.28850,ENST00000520366,MTO1,ENSG00000135297
2,27619650,27619728,+,MSTRG.18278,MSTRG.18278.9,,
11,71480219,71480274,+,MSTRG.5937,MSTRG.5937.9,,
11,71480219,71480274,+,MSTRG.5937,MSTRG.5937.18,,
11,71480219,71480274,+,MSTRG.5937,MSTRG.5937.30,,
11,71480219,71480274,+,MSTRG.5937,ENST00000529840,NADSYN1,ENSG00000172890
7,148836822,148837000,-,MSTRG.31411,MSTRG.31411.2,,
